nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,kategori_resto_encoded,price_range_encoded,dataset_version,training_date
STEAK MELETUP BY KANOPI CAFE,"JL. DR. RUM NO.8, PASIR KALIKI, KEC. CICENDO, KOTA
  BANDUNG, JAWA BARAT 40171",cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Cafe,205,1,2.0,enriched_v1.0,2025-07-09
SUCK MY DUCK BANDUNG,"JL. SUMATERA NO.19, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,106,8,2.0,enriched_v1.0,2025-07-09
SULTAN AGUNG RESTO,"JL. SULTAN AGUNG NO.23, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,561,8,2.0,enriched_v1.0,2025-07-09
SUROBOYO JAVANESE RESTAURANT,"JL. NATUNA NO.57, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.3,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,409,8,2.0,enriched_v1.0,2025-07-09
SURYA BUNDO,"JL. IR. H. JUANDA NO.400, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,4.5,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,55,8,2.0,enriched_v1.0,2025-07-09
SUSHI HIRO 23 PASKAL,"JL. PASIR KALIKI NO.25-27, KB. JERUK, KEC. ANDIR,
  KOTA BANDUNG, JAWA BARAT 40181",andir,5.0,Rp 100.000 - 200.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0),Japanese Food,26,5,2.0,enriched_v1.0,2025-07-09
SUSHI HIRO DIPONEGORO BANDUNG,"JL. DIPONEGORO NO.3, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.9,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Japanese Food,148,5,2.0,enriched_v1.0,2025-07-09
SUSHI HIRO PARIS VAN JAVA,"PARIS VAN JAVA, JL. SUKAJADI, CIPEDES, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.8,Rp 100.000 - 200.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Japanese Food,170,5,2.0,enriched_v1.0,2025-07-09
SUSHI TEI FLAMBOYANT,"FLAMBOYANT SEASON BUILDING, JL. SUKAWANGI NO.2,
  GEGERKALONG, KEC. SUKASARI, KOTA BANDUNG, JAWA BARAT 40111",sukasari,4.6,Rp 100.000 - 200.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Japanese Food,620,5,2.0,enriched_v1.0,2025-07-09
SOLARIA - TRANS STUDIO MALL BANDUNG,"TRANS STUDIO MALL, JL. GATOT SUBROTO NO.289,
  CIBANGKONG, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",batununggal,3.2,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Low (≤3.5),Restaurant,258,8,2.0,enriched_v1.0,2025-07-09
"SOP BUNTUT TONGSENG BEBEK & AYAM BAKAR &
  GORENG","JL. CIKAPUNDUNG BARAT, BRAGA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,57,8,2.0,enriched_v1.0,2025-07-09
SOP KONRO MARANNU,"JL. L. L. R.E. MARTADINATA NO.189, CIHAPIT, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40113",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,265,8,2.0,enriched_v1.0,2025-07-09
SOTO BANDUNG DAN BEBEK GANETO,"JL. NARIPAN NO. 147 KEBON PISANG SUMURBANDUNG
  BANDUNG JAWA BARAT, KB. PISANG, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT
  40112",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,7,8,2.0,enriched_v1.0,2025-07-09
SOTO BANDUNG MA HANI,"JL. TERUSAN JAKARTA NO.3, BABAKAN SURABAYA, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40291",kiaracondong,4.9,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,199,8,2.0,enriched_v1.0,2025-07-09
SOTO KHAS SEMARANG,"JL. BENGAWAN NO.6-2, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,72,8,2.0,enriched_v1.0,2025-07-09
SOTO KUDUS RUMAH MAKAN,"JL. ACEH NO. 41 BABAKAN CIAMIS SUMURBANDUNG BANDUNG
  JAWA BARAT, BABAKAN CIAMIS, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT
  40117",sumur bandung,3.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Local Food,146,7,2.0,enriched_v1.0,2025-07-09
SPECIAL AYAM GORENG KALASAN YOGYA,"JL. BOSCHA NO.8, PASTEUR, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40161",sukajadi,4.6,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,54,8,2.0,enriched_v1.0,2025-07-09
SPESIAL SOTO BOYOLALI,"AREA DEMOSS HIJAB STORE, JL. BUAH BATU NO.149,
  TURANGGA, KEC. LENGKONG, KOTA BANDUNG, JAWA BARAT 40264",lengkong,4.5,Rp 15.000 - 50.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,743,8,2.0,enriched_v1.0,2025-07-09
SHIHLIN PVJ - TAIWAN STREET SNACKS,"JL. SUKAJADI NO.125, CIPEDES, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40162",sukajadi,4.2,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,207,8,2.0,enriched_v1.0,2025-07-09
SHIHLIN PVJ2,"CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT
  40162",sukajadi,2.0,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Low (≤3.5),Restaurant,691,8,2.0,enriched_v1.0,2025-07-09
SHIHLIN TAIWAN STREET SNACKS HUSEIN SASTRANEGARA,"HUSEN SASTRANEGARA, KEC. CICENDO, KOTA BANDUNG,
  JAWA BARAT 40174",cicendo,3.8,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Medium (3.5-4.0),Restaurant,2943,8,2.0,enriched_v1.0,2025-07-09
SHIHLIN TSM,"JL. GATOT SUBROTO NO.289, CIBANGKONG, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",batununggal,4.1,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5),Restaurant,364,8,2.0,enriched_v1.0,2025-07-09
SHSD (SAMBEL HEJO SAMBEL DADAK) MEKAR WANGI,"JL. RADEN RANGGA KENCANA NO.58, MEKARWANGI, KEC.
  BOJONGLOA KIDUL, KOTA BANDUNG, JAWA BARAT 40236",bojongloa kidul,4.4,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,High (4.0-4.5),Restaurant,3236,8,2.0,enriched_v1.0,2025-07-09
SIMATUPANG RUMAH MAKAN,"JL. CIBANGKONG HALTEU NO. 49 CIBANGKONG BATUNUNGGAL
  BANDUNG JAWA BARAT, CIBANGKONG, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT
  40273",batununggal,4.5,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5),Local Food,272,7,2.0,enriched_v1.0,2025-07-09
SINDANG RERET RESTAURANT SURAPATI BANDUNG,"JL. SURAPATI NO.53, SADANG SERANG, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40133",coblong,4.4,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,334,8,2.0,enriched_v1.0,2025-07-09
SLOGI KULINER NYI YUYUN,"CIRANGRANG, KEC. BABAKAN CIPARAY, KOTA BANDUNG,
  JAWA BARAT 40227",babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,467,8,2.0,enriched_v1.0,2025-07-09
SOLARIA - FESTIVAL CITYLINK,"SOLARIA FESTIVAL CITYLINK, JL. PETA NO.241, SUKA
  ASIH, KEC. BOJONGLOA KALER, KOTA BANDUNG, JAWA BARAT 40231",bojongloa kaler,3.5,Rp 50.000 - 100.000,124323.0,3.12,39847.12,3.04841784216546,13.0,34.0,Low (≤3.5),Restaurant,3675,8,2.0,enriched_v1.0,2025-07-09
SOLARIA - ISTANA BEC,"SOLARIA ISTANA BEC, JL. PURNAWARMAN NO.13-15,
  BABAKAN CIAMIS, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",sumur bandung,3.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,82,8,2.0,enriched_v1.0,2025-07-09
SOLARIA - KINGS SHOPPING CENTER,"SOLARIA KINGS SHOPPING CENTER, JL. KEPATIHAN NO.17,
  BALONGGEDE, KEC. REGOL, KOTA BANDUNG, JAWA BARAT 40251",regol,3.4,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Low (≤3.5),Restaurant,174,8,2.0,enriched_v1.0,2025-07-09
SOLARIA - METRO INDAH MALL BANDUNG,"SOLARIA METRO INDAH MALL KAWASAN NIAGA, JL.
  SOEKARNO HATTA NO.590, SEKEJATI, KEC. BUAHBATU, KOTA BANDUNG, JAWA BARAT
  40286",buahbatu,3.6,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Medium (3.5-4.0),Restaurant,147,8,2.0,enriched_v1.0,2025-07-09
SOLARIA - PARIS VAN JAVA MALL,"SOLARIA PARIS VAN JAVA MALL LANTAI LG, JL. SUKAJADI
  NO.137/139, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,3.1,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Low (≤3.5),Restaurant,254,8,2.0,enriched_v1.0,2025-07-09
SATE TAICHAN BENGAWAN,"JL. BANDA NO.30, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,181,8,2.0,enriched_v1.0,2025-07-09
"SATE TAICHAN, CABANG BALI","JL. BELAKANG FACTORY NO.23, BRAGA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,567,8,2.0,enriched_v1.0,2025-07-09
SATE TEGAL MAREM,"JL. DR. SETIABUDI NO.136, HEGARMANAH, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40143",cidadap,4.6,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Restaurant,187,8,2.0,enriched_v1.0,2025-07-09
SATE TIKUKUR,"JL. TIKUKUR NO.25, SADANG SERANG, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40133",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,111,8,2.0,enriched_v1.0,2025-07-09
SATE UYAH (SATE ASIN PEDAS),"JL. IR. H. JUANDA NO.304, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,4.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,58,8,2.0,enriched_v1.0,2025-07-09
"SATE, TONGSENG 999 DUA SAUDARA","JL. JAWA NO.11A, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40113",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,1134,8,2.0,enriched_v1.0,2025-07-09
SEAFOOD LAUTAN MERAH,"JL. CIKAPAYANG NO.8, LB. SILIWANGI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.1,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Seafood,641,9,2.0,enriched_v1.0,2025-07-09
SHABURI & KINTAN BUFFET PVJ,"PARIS VAN JAVA, JL. SUKAJADI NO.136, PASTEUR,
  BANDUNG CITY, WEST JAVA MALL PVJ RL, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG,
  JAWA BARAT 40162",sukajadi,4.8,Rp 100.000 - 200.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,18,8,2.0,enriched_v1.0,2025-07-09
SHIHLIN ISTANA PLAZA,"ISTANA PLAZA, JL. PASIR KALIKI NO.121, PAMOYANAN,
  CICENDO, BANDUNG CITY, WEST JAVA 40173",cicendo,3.8,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Medium (3.5-4.0),Restaurant,357,8,2.0,enriched_v1.0,2025-07-09
SHIHLIN PASKAL 23,"PASKAL HYPER SQUARE 23, JL. PASIR KALIKI, KB.
  JERUK, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT",andir,3.0,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Low (≤3.5),Restaurant,70,8,2.0,enriched_v1.0,2025-07-09
SATE PADANG YOSAIYO JL. H. IBRAHIM ADJIE KIARA CONDONG BANDUNG,"SATE PADANG YOSAIYO, JL. IBRAHIM ADJIE, KEBONWARU,
  KEC. KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40272",kiaracondong,4.3,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Restaurant,1794,8,2.0,enriched_v1.0,2025-07-09
SATE PAK ALI WONG KEBUMEN,"JL. KEBON KAWUNG NO.8, PASIR KALIKI, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40171",cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,3187,8,2.0,enriched_v1.0,2025-07-09
SATE PAK GITO BANDUNG,"JL. TAMAN CIBEUNYING UTARA, CIHAPIT, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.9,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,50,8,2.0,enriched_v1.0,2025-07-09
SATE PAK KROMO,"NO.30, JL. CITARUM, CIHAPIT, BANDUNG WETAN, BANDUNG
  CITY, WEST JAVA 40114",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,147,8,2.0,enriched_v1.0,2025-07-09
SATE RAGY,"JL. TAMAN CITARUM, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0),Restaurant,1146,8,2.0,enriched_v1.0,2025-07-09
SATE RAMA,"3HRR+8F4, JL. RAMA, ARJUNA, KEC. CICENDO, KOTA
  BANDUNG, JAWA BARAT 40172",cicendo,4.6,Rp 15.000 - 50.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Restaurant,147,8,2.0,enriched_v1.0,2025-07-09
SATE REUMPIS,"JL. SURAPATI NO.85, SUKALUYU, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40122",cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,147,8,2.0,enriched_v1.0,2025-07-09
SATE SAMPANG MADURA,"4J68+X3W, JL. DIPATI UKUR, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Medium (3.5-4.0),Restaurant,799,8,2.0,enriched_v1.0,2025-07-09
SATE SAPI SOFYAN,"3HVX+9R9, PASIRKALIKI, CICENDO, BANDUNG CITY, WEST
  JAVA 40171",cicendo,4.8,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Restaurant,29,8,2.0,enriched_v1.0,2025-07-09
SATE SATERASNA,"JL. NATUNA NO.16, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,193,8,2.0,enriched_v1.0,2025-07-09
SATE SINI BANDUNG,"4J59+325, LEBAK GEDE, COBLONG, BANDUNG CITY, WEST
  JAVA 40132",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,15,8,2.0,enriched_v1.0,2025-07-09
SATE SOTO MADURA PAK LE,"SATE SOTO MADURA PAK LE, JL. TERNATE NO.10,
  CITARUM, KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,187,8,2.0,enriched_v1.0,2025-07-09
SATE SS NO.20,"JL. SURYA SUMANTRI NO.20, SUKAWARNA, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40164",sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,173,8,2.0,enriched_v1.0,2025-07-09
"SATE TAICHAN ""GORENG"" BANDUNG TAMAN SARI","JL. TAMANSARI NO.19A, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,2701,8,2.0,enriched_v1.0,2025-07-09
SATE MARANGGI CILAKI45,"JL. AMBON NO.15, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,288,8,2.0,enriched_v1.0,2025-07-09
SATE MARANGGI DAN GULE HJ MAYA CISANGKUY,"CISANGKUY ST NO.40, CIHAPIT, BANDUNG WETAN, BANDUNG
  CITY, WEST JAVA 40114",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,311,8,2.0,enriched_v1.0,2025-07-09
SATE MARANGGI KANG. BOKIR JL. CISANGKUY,"CISANGKUY ST, CIHAPIT, BANDUNG WETAN, BANDUNG CITY,
  WEST JAVA 40114",bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,674,8,2.0,enriched_v1.0,2025-07-09
SATE MARANGGI KHAS PURWAKARTA BANDUNG/SATE MARANGGI ABANG,"JL. UDAWA NO.20, RT.01/RW.04, ARJUNA, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40172",cicendo,5.0,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Restaurant,35,8,2.0,enriched_v1.0,2025-07-09
SATE MARANGGI KO ANGGA,"JL. SURAPATI NO.59, SADANG SERANG, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40122",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,286,8,2.0,enriched_v1.0,2025-07-09
SATE MARANGGI MAK DEDEH,"JL. BALI NO.1, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40113",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,40,8,2.0,enriched_v1.0,2025-07-09
SATE MARANGGI MANG UJANG - BANDUNG,"JL. JEND. SUDIRMAN NO.707, CIBUNTU, KEC. BANDUNG
  KULON, KOTA BANDUNG, JAWA BARAT 40212",bandung kulon,4.5,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,98,8,2.0,enriched_v1.0,2025-07-09
SATE MAS PENDI,"JL. VAN DEVENTER NO.1, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,3.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,81,8,2.0,enriched_v1.0,2025-07-09
SATE MBA BANDUNG (MAKAN BANYAK ALHAMDULILLAH),"JL. CILIWUNG NO.1-3, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Local Food,428,7,2.0,enriched_v1.0,2025-07-09
SATE MONJU,"4J49+HPM, LEBAK GEDE, COBLONG, BANDUNG CITY, WEST
  JAVA 40132",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,59,8,2.0,enriched_v1.0,2025-07-09
SATE PADANG PAK DATUK,"DEPAN BJB UNIVERCITY, JL. CIKAPUNDUNG BARAT JL.
  ASIA AFRIKA NO.1, ALUN ALUN BANDUNG, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA
  BARAT 40111",sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,1793,8,2.0,enriched_v1.0,2025-07-09
SATE PADANG PAK MUS,"3JV9+GH5, JL. MADURA, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,301,8,2.0,enriched_v1.0,2025-07-09
SATE PADANG PUTRA TANJUNG,"JL. OTTO ISKANDAR DINATA NO.101, BRAGA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40181",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,211,8,2.0,enriched_v1.0,2025-07-09
SATE PADANG SERASI,"DEKAT PANGKALAN DAMRI, JL. HAUR PANCUH NO.76,
  LEBAKGEDE, KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,299,8,2.0,enriched_v1.0,2025-07-09
SATE JANDO BU TINI,"4JC8+GJM, DAGO, COBLONG, BANDUNG CITY, WEST JAVA
  40135",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,45,8,2.0,enriched_v1.0,2025-07-09
SATE KAMBING DAN AYAM MADURA,"JL. ACEH NO.89, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,115,8,2.0,enriched_v1.0,2025-07-09
SATE KAMBING KHAS INDRAMAYU (SEJAK 1958),"AKSES PARKIR DAN MASUK BISA MELALUI, JL. KARANG
  LAYUNG JL. BUNGUR NO.24, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT
  40162",sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,307,8,2.0,enriched_v1.0,2025-07-09
SATE KARMEL LEMBANG PAK NUR / IBU RANI,"JL. CIHAPIT NO.6, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,3901,8,2.0,enriched_v1.0,2025-07-09
"SATE KHAS MADURA HASAN BASRI ""MONUMEN""","JL. TITIRAN NO.44, SADANG SERANG, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40133",coblong,3.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Medium (3.5-4.0),Restaurant,176,8,2.0,enriched_v1.0,2025-07-09
SATE KILOAN KANG RAGA,"JL. ACEH NO.51, BABAKAN CIAMIS, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40117",sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2462,8,2.0,enriched_v1.0,2025-07-09
SATE KULIT & AYAM GORENG NGUDI RAHAYU,"JL. LOMBOK, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,93,8,2.0,enriched_v1.0,2025-07-09
