nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan
RM FAMILY BARU MASAKAN PADANG,"2HWJ+QWG, JL. CIBOLERANG",babakan ciparay,4.2,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,390
RESTORAN SEAFOOD,"2HVJ+GVX, UNNAMED ROAD",babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Seafood,98
MCDONALD'S - KOPO MAS,"KOMP. KOPO MAS REGENCY, KOMPLEK RUKO, JL. KOPO MAS JL. RAYA
  KOPO NO.618",babakan ciparay,4.2,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Fast Food,278
"HANGRY KOPO - MOON CHICKEN X SAN GYU X AYAM KOPLO X DARI PADA
  X WAI THAI FOOD X ACCHA X HOT SIDE STORY X BU TUMBAR","KOPO MAS REGENCY, KOMPLEK RUKO, JL. RAYA KOPO NO.1 9H, LANTAI",babakan ciparay,3.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Low (≤3.5),Restaurant,127
DELEG CATERING,"JL. SUMBER HURIP NO.30, RW.12",babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,160
DOSIS CAFE,JL. MAKAM CARINGIN NO.22,babakan ciparay,4.7,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Cafe,515
INTERVAL KOFFIE,JL. KARANGSARI NO.30,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,13
WARUNG ASAKAN SUNDA BU UUM,"3H7M+C69, GG. SITUGUNTING BARAT II",babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Local Food,49
MOIN CAFE,JL. SUMBER ENDAH II NO.5,babakan ciparay,4.7,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Cafe,277
REAL MEALS,JL. CARINGIN NO.216,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,128
IMAH DJOGLO,JL. SUMBER ENDAH NO.31 23A,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,114
KEDAI CHIKARA 39,GG. PORIB IV NO.39,babakan ciparay,4.8,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,163
KRENCHISE HOT SPICY CHICKEN,JL. CARINGIN NO.225-233,babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,265
MEGA FRIED CHICKEN & GEPREK,JL. CARINGIN NO.101,babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Fast Food,650
AYAM PENYET MIRASA,"3H4H+8WQ, JL. CARINGIN",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,52
DIMSUM CARINGIN,JL. CARINGIN NO.152,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Chinese Food,133
BENGKEL DIMSUM,JL. RAYA KOPO NO.424,babakan ciparay,4.8,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Chinese Food,75
JUSTUS STEAK HOUSE MIKO MALL,"GROUND, MIKO MALL, JL. RAYA KOPO NO.599 FLOOR LOBBY LEVEL. 01",babakan ciparay,4.4,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Western Food,3308
HAPPY PUPPY KOPO MIKO,JL. RAYA KOPO NO.599,babakan ciparay,4.9,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,46
MCDONALD'S - PASIRKOJA,"NO.128-130, JL. SOEKARNO HATTA NO.122",babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Fast Food,296
MISS CHINA BANDUNG,JL. HOLIS REGENCY M31,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,155
YOGYA SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,41
PT. WINGS FOOD,JL. CARINGIN NO.341,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,358
FROYOU MISNOW • SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.9,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,70
RUMAH MAKAN BILLITON,"KOMPLEK, JL. HOLIS REGENCY NO.13 KAV M",babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Local Food,237
PEPES MAS OJAN KHAS SEMARANG,JL. SUMBER ASIH NO.7-36 NO 87,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,80
MAY 'S KITCHEN,M 59,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,37
YO RAMEN • SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Japanese Food,231
ROMAN,"3HCH+74P, JL. TERUSAN PASIRKOJA",astanaanyar,2.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Low (≤3.5),Restaurant,66
JO-HONG 88 HALAL CHINESE FOOD,JL. DIAN ELOK RAYA NO.23,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Chinese Food,427
DUAYE DESSERT,"TOKO OHIR, JL. TERUSAN SURYANI GANG PINGGIR, RT.05/RW.05",bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,108
RM. FAMILY,JL. CARINGIN NO.268,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,3456
BOR BURGER,"JL. BABAKAN CIPARAY NO.197C, RT.07/RW.01",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Fast Food,51
WINGS FOOD,2HXH+788,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,489
WARUNG HAITI,JL. PAGARSIH GG. H. IDRUS NO.3,astanaanyar,5.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Local Food,47
YOGYA SUMBER SARI JUCTION,JL. SUMBER SARI INDAH NO.34,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,154
MEETCOW,JL. SUMBER SARI NO.34,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,66
GADING CHINESE FOOD RESTAURANT • SUMBER SARI JUNCTION,3H9G+77G,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Chinese Food,639
PENGKOLAN DADANG,"3HFM+V2X, GG. KH ISHAK WIJAYA",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,45
WM RUMAH KUE & KOPI (ILLY CAFE),JL. SUMBER ASIH NO.6 NO. 12,babakan ciparay,4.2,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Cafe,1066
KANTIN WEST JAVA,"3HCH+Q4W, JL. AKI PADMA",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,60
WARUNK BI OLIH MABES PTT,"3H4F+CJ4, JL. CARINGIN",babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,564
WARDAY,"3H9H+Q7Q, JL. AKI PADMA",babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,470
SICHUAN KITCHEN,JL. HOLIS REGENCY NO.59,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,360
SUKI TIME EXPRESS • YOGYA SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,279
SUSHIYO! SUMBER SARI JUNCTION,"YOGYA JUNCTION SUMBERSARI, NATIONAL ROUTE 3",babakan ciparay,4.4,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Japanese Food,2614
ANEKA MASAKAN IBU ADE SAYUR,"JALAN PAGARSIH BARAT GANG MADRASAH DALAM 4 NO.11 RT 04/03,
  KELURAHAN",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,150
HOKBEN - SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,3.4,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Low (≤3.5),Restaurant,257
YD1CEV,"JL. POLISI BLOK AGER SARI NO.3, RT.03/RW.10",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,35
GANG SELERA,"JL. CIBADAK GG. BENGKEL EBEH NO.38/8E, RT.04/RW.01",astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,114
HOLY WAGYU,JL. ASTANA ANYAR NO.81,astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,197
WARUNG MA LIA,"JL. BABAKAN IRIGASI NO.166/89, RT.04/RW.04",astanaanyar,4.8,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Local Food,15
CHICKEN FARMS,JL. JEND. SUDIRMAN NO.299,astanaanyar,4.3,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,164
AFC FRIED CHICKEN,"3HGW+Q6R, JL. PAGARSIH",astanaanyar,4.48,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Fast Food,669
BRAD'S BURGER BANDUNG,"GANG CITEPUS NO 9A/212 ( BLKANG, JL. PAGARSIH NO.64",astanaanyar,4.48,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Fast Food,518
IPIZZ ITALIAN PIZZA,JL. TERUSAN PASIRKOJA NO.28,astanaanyar,4.8,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Fast Food,16
NASI CAMPUR TJIANG,JL. CIBADAK NO.252,astanaanyar,4.1,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Local Food,7301
SATE SJ,JL. PAGARSIH NO.56-54,astanaanyar,4.3,Rp 15.000 - 50.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,3254
SATE SEAFOOD JINAN,JL. PAGARSIH NO.83,astanaanyar,4.48,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Seafood,132
SAMCAN GORENG EPENK,JL. CIBADAK NO.223,astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,120
CIBADAK NIGHT CULINARY FESTIVAL,JL. CIBADAK NO.50-155,astanaanyar,4.6,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,179
DIMSUM NIKMAT,"GG. SALUYU I NO.10, RT.5/RW.6",astanaanyar,5.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Chinese Food,146
JOOZ BAR,JL. CIBADAK NO.263,astanaanyar,3.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Low (≤3.5),Restaurant,445
OJISAN SMOKEHOUSE,JL. CIKAJANG RAYA I NO.75,arcamanik,4.7,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,74
GARAGE SEI,JL. PURBALARANG NO.91,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,44
CHICKENIN,JL. PACUAN KUDA NO.145,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,9
ONE BURGER_ARCAMANIK,JALAN OLAHRAGA NO.5 BLKNG SDN ARCAMANIK ENDAH,arcamanik,4.9,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,121
MARSHALL BURGER,JL. GOLF BAR. XIII NO.4,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,5
TAJIL AREN ARCAMANIK,JL. TAEKWONDO JL. ARCAMANIK ENDAH NO.3,arcamanik,4.8,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,124
CORNDOG MOZARELLA,JL. A.H. NASUTION NO.144,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,150
MEATANDSPICE,JL. ATLETIK X NO.14,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,551
NO' DIMSUM,JL. SARIMAS IV NO.65,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Chinese Food,179
KUANGMING VEGETARIAN RESTAURANT,JL. JEND. SUDIRMAN NO.245,astanaanyar,4.4,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,153
CRATE RESTO AND BAR,JL. JEND. SUDIRMAN NO.297,astanaanyar,5.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,136
"EIGHTFULLY COFFEE & MILK BAR, PAGARSIH",JL. PAGARSIH NO.120,astanaanyar,4.3,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Cafe,553
MUJO DINING BAR,JL. JEND. SUDIRMAN NO.297,astanaanyar,4.3,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,346
AYIN CATERING,JL. CIBADAK NO.223,astanaanyar,4.4,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,178
CICI MENTAI,JL. H. SAPARI NO.3,astanaanyar,4.9,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,33
DELIC BENTO & RICE BOWL,JL. ANTABARU II BLOK E - 4,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,9
ORCHI FRIED CHICKEN BANDUNG CISARANTEN,JL. CISARANTEN KULON NO.132-140,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,48
D'BESTO CHICKEN & BURGER GURUMINDA,JL. CISARANTEN KULON NO.20,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,93
JABA KIMCHI,"RUMAH WARNA CREAM, JL.CISARANTEN KULON, GG.H.MUGNI (SAMPING
  TOKO ZERO 1, UJUNG GANG NO.135, RT.03/RW.04",kiaracondong,4.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Medium (3.5-4.0),Restaurant,563
PIZZA NA PIZZA,JL. SPEED BOAT NO.16,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,290
BISTIK DAPUR EIH,JL. KOMP. ANTABARU DUA NO.7 BLOK H,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,235
SEAFOOD BAKAR ID,JL. CINGISED,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Seafood,150
DANISHKOE,JL. ANTHORIUM NO.17,arcamanik,4.8,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,139
WAROENG SNOEPEN CISARANTEN,"KOMPLEK GURUMINDA, JL. INDRA JAYA I NO.27 BLOK B",arcamanik,4.9,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,31
IT'S MY DESSERT,JL. CISARANTEN KULON I NO.55,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,106
KULINER DESIGN'IC,JL. CINGISED NO.89,arcamanik,4.8,Rp 15.000 - 50.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,104
RUMAH AQIQAH BANDUNG,JL. GOLF BARAT RAYA NO.36,arcamanik,4.9,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,80
JADID COFFEE,RUKO PURI DAGO JL. TERUSAN JAKARTA KAV 44 NO 368,arcamanik,4.6,Rp 15.000 - 50.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Cafe,451
HAROMAIN DATES,JL. ARCAMANIK ENDAH NO.MOR 52A,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,62
AL-FATH FOOD,JL. ARCAMANIK ENDAH NO.37,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,97
"UNCLE JOO. DIMSUM, STEAK & CHICKEN",JL. CINGISED NO.23,arcamanik,1.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Low (≤3.5),Chinese Food,95
ALL SHE NEEDS KITCHEN,JL. PARAKAN MAS V NO.5,arcamanik,4.6,Rp 15.000 - 50.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,152
TEMPAT MAKAN,"3M7G+7XH, JL. CISARANTEN KULON",arcamanik,4.6,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Local Food,745
DE'CHICK FRIEDCHICKEN PARAKANSAAT.III,"3M7C+4XQ, JL. PARAKAN SAAT III",arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,87
23 HOT DOG AND BURGER CORNER,JL. ICE SKATING I NO.8,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Fast Food,184
JAJANAN KOREA,JALAN KOMPLEK GRIYA CARAKA BLOK E20,arcamanik,3.5,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Low (≤3.5),Korean Food,2318
RICEBOWL DAPUR KIRANAYA,JL. E. ANDJALI JL. CINGISED,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,635
DOROKDOKBEB,JL. PARAKAN SAAT NO.46F,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,110
BUFI DESSERT,"PARAKAN SAAT RT 6 RW 6 NO. 22, KELURAHAN",arcamanik,4.7,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,206
EN EL DESSERT,JL. AEROMODELING II NO.6,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,9
NELL’Q DIMSUM,"KOMPLEK BUMI PARAKAN ASRI BLOK B NO. 1, JALAN CINGISED,
  KELURAHAN CISARANTEN ENDAH, KECAMATAN ARCAMANIK",arcamanik,4.8,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Chinese Food,132
ESTU ECHO CATERING,JL. CISARANTEN KULON I NO.15,arcamanik,4.5,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,High (4.0-4.5),Restaurant,284
ERICKA CATERING SERVICES,JL. CISARANTEN KULON IX NO.30,arcamanik,4.6387755102040815,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,233
MANGKOK DAPUR HAPPY KGM,JL. PERMATA TAMAN SARI XII NO.4A,arcamanik,4.4,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,High (4.0-4.5),Restaurant,1925
GALATIC THAI TEA & EATRY,JL. SULAKSANA NO.58,antapani,4.8,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Very High (4.5-5.0),Restaurant,46
CATERING BANDUNG RESEP BUNDA,"JL. A.H NASUTION KOMPLEK, JL. BUMI MAS KENCANA I NO.5",antapani,4.4,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,High (4.0-4.5),Restaurant,3497
EAT AND FIT CATERING,"KOMPLEK, JL. BUMI MAS KENCANA I NO.5",antapani,4.0,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Medium (3.5-4.0),Restaurant,422
JIGOKU RAMEN,JL. TERUSAN JAKARTA NO.323,antapani,4.8,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Very High (4.5-5.0),Japanese Food,196
KEDAI ICE CREAM DAN CORNDOG,JL. SINDANG SARI I NO.21,antapani,5.0,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Very High (4.5-5.0),Dessert,94
FOOD FORMULA ORGANIC,JL. MALANGBONG 6 NO.69,antapani,4.560465116279071,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Very High (4.5-5.0),Restaurant,114
BLAKE FOR HAPPINESS _NS,"JL. BUNI SARI NO.KAVLING 2, RT.04/RW.07",antapani,4.6,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Very High (4.5-5.0),Restaurant,512
CATERING DIET RINGKATERING,"KOMPLEK, JL. BUMI MAS KENCANA I NO.5, ANTAPANI WETAN, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,4.0,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Medium (3.5-4.0),Restaurant,442
PANCAKE NAMJOONG,JL. TERUSAN JAKARTA NO.79A,antapani,4.0,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Medium (3.5-4.0),Bakery,243
REBELA CATERER,JL. GOLF RAYA NO.49,arcamanik,4.3,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,High (4.0-4.5),Restaurant,587
DR.IST WORKSHOP & CAFE,JL. CICUKANG NO.50,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Cafe,151
BURGER BANGOR UJUNG BERUNG BANDUNG,JL. A.H. NASUTION NO.312,arcamanik,4.2,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,High (4.0-4.5),Fast Food,4023
"EATH PLANT BASED, CLOUD KITCHEN (TAKE AWAY ONLY) - BANDUNG",JL. DIRGANTARA NO.5 G.21,arcamanik,4.9,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,6
SPOT ORDER CATERING KANG ASEP,JL. CINGISED NO.34B,arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,96
ES TEH POCI JIGUMY.ID,"JL. PARAKAN SAAT, RT.02/RW.24",arcamanik,5.0,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,83
